architecture,model_name,layer_or_block,subset,metric,count,mean,std,median,ci95_low,ci95_high
cnn,cnn_lejepa,layer2,correct_only,spearman,305,0.022549951296360768,0.1745006837164377,0.025471817702054977,0.004664592293365935,0.0418776782344813
cnn,cnn_lejepa,layer2,correct_only,iou_top20,306,0.1463672593114228,0.09883915018346089,0.1207146905362606,0.1357793868723283,0.1576397960291859
cnn,cnn_lejepa,layer2,correct_only,iou_otsu,305,0.17777273118282194,0.10265921762807528,0.16745755076408386,0.16639882550925994,0.18924957143742072
cnn,cnn_lejepa,layer2,correct_only,z_spearman,305,0.26931017810845226,2.249494362606267,0.3069760799407959,0.026146349156863195,0.522118485703507
cnn,cnn_lejepa,layer2,correct_only,z_iou_top20,306,1.1463464579112779,3.3210405403785423,0.28440843522548676,0.7846576215644532,1.523474442275329
cnn,cnn_lejepa,layer2,correct_only,n_sas,305,0.7077986443812241,2.6322836350055314,0.3575531840324402,0.43101655941822975,1.0182628881709923
cnn,cnn_lejepa,layer3,all,pearson,496,0.06902548680250954,0.2289416051865957,0.023616615682840347,0.049667456366413745,0.08943191370088889
cnn,cnn_lejepa,layer3,all,spearman,496,0.021781405833955374,0.17682695946789218,0.009549404494464397,0.0066566530061649126,0.037520734057714784
cnn,cnn_lejepa,layer3,all,iou_top20,500,0.15078598811663688,0.10610119618559072,0.1222812570631504,0.14181569300345145,0.16043198657920585
cnn,cnn_lejepa,layer3,all,iou_otsu,496,0.15084602108274867,0.12225974734564661,0.13513872027397156,0.14055090787110716,0.1614945760775314
cnn,cnn_lejepa,layer3,all,z_spearman,496,0.21817692604910857,1.256260462904085,0.13127513229846954,0.10617476228578139,0.3320778247693382
cnn,cnn_lejepa,layer3,all,z_iou_top20,500,0.6194421956236474,1.7581522783411239,0.1471039056777954,0.4757402301487513,0.7693577823978849
cnn,cnn_lejepa,layer3,all,n_sas,496,0.4185635163486304,1.3950412565133061,0.17177098244428635,0.3025407887246993,0.5453244892367717
cnn,cnn_lejepa,layer3,correct_only,pearson,303,0.08622936572473829,0.2375696573845975,0.045491091907024384,0.05935062479101761,0.11424974717165992
cnn,cnn_lejepa,layer3,correct_only,spearman,303,0.028714571935017117,0.1756099906480322,0.01727066934108734,0.0089877380436231,0.04820416889118074
cnn,cnn_lejepa,layer3,correct_only,iou_top20,306,0.1587272647987394,0.11167661408652536,0.12875019758939743,0.14681687701806986,0.17175518887991
cnn,cnn_lejepa,layer3,correct_only,iou_otsu,303,0.1535977531385761,0.13008183690234723,0.1357419192790985,0.1388128603889794,0.1685813502811107
cnn,cnn_lejepa,layer3,correct_only,z_spearman,303,0.267433342976375,1.2476145562003969,0.186130553483963,0.12441290091274063,0.41861391791515495
cnn,cnn_lejepa,layer3,correct_only,z_iou_top20,306,0.7510332996870264,1.8505398684208194,0.2542976289987564,0.5619440973290277,0.9490577342524535
cnn,cnn_lejepa,layer3,correct_only,n_sas,303,0.508939444692959,1.425287580094673,0.3087916672229767,0.3560893622665012,0.6607138912081287
cnn,cnn_lejepa,layer4,all,pearson,500,0.15051657548360525,0.255107283463928,0.11924612522125244,0.1284670466849115,0.17433918553697877
cnn,cnn_lejepa,layer4,all,spearman,500,0.12109893539361656,0.24575899315743827,0.1162678487598896,0.10036781471213325,0.14312442907574588
cnn,cnn_lejepa,layer4,all,iou_top20,500,0.18684533331973943,0.1270727203302712,0.16843745857477188,0.17641235388581408,0.19751782110003405
cnn,cnn_lejepa,layer4,all,iou_otsu,500,0.17736715442396234,0.13229400697962618,0.16658204793930054,0.1662560054325382,0.1895359370053222
cnn,cnn_lejepa,layer4,all,z_spearman,500,0.3214626306190621,1.0671140225338662,0.3004854768514633,0.23386609586678098,0.41324522326301666
cnn,cnn_lejepa,layer4,all,z_iou_top20,500,0.4763921355807688,1.2676923860293765,0.2927530109882355,0.3736193622615654,0.58819999387493
cnn,cnn_lejepa,layer4,all,n_sas,500,0.39892738296836616,1.0770380515201374,0.3160426914691925,0.31042845464795826,0.4933418743935413
cnn,cnn_lejepa,layer4,correct_only,pearson,306,0.17349049049350462,0.2566449430397283,0.15328838676214218,0.14556656650197541,0.20031992935634893
cnn,cnn_lejepa,layer4,correct_only,spearman,306,0.14378000071783567,0.24748771034965503,0.1278766766190529,0.11538341586748929,0.1724553164564913
cnn,cnn_lejepa,layer4,correct_only,iou_top20,306,0.19461494848513336,0.13061761885792864,0.18039347976446152,0.18101159824836227,0.20880356679320125
cnn,cnn_lejepa,layer4,correct_only,iou_otsu,306,0.1819992676166912,0.13524708595624893,0.1744251251220703,0.16602530366090754,0.19732473523689287
